,Title,congress_num,Legislation Number,URL,Date of Introduction,Latest Action Date,Sponsor,Number of Cosponsors,Committees,allsubjects,summary,passed,officehistorian,tag_reform,tag_financial,financial type,tag_workforce,tag_foreign,tag_aid,tag_dod,tag_other
106,"An Act making appropriations for foreign assistance and related agencies for the fiscal year ending June 30, 1966, and for other purposes",89,H.R. 10871,https://www.congress.gov/bill/89th-congress/house-bill/10871,9/2/65,10/20/65,-,0,-,-,-,TRUE,TRUE,FALSE,TRUE,DOS,FALSE,FALSE,FALSE,FALSE,FALSE
107,"An Act making appropriations for foreign assistance and related programs for the fiscal year ending June 30, 1972, and for other purposes",92,H.R. 12067,https://www.congress.gov/bill/92nd-congress/house-bill/12067,12/6/71,3/8/72,-,0,House - Appropriations | Senate - Appropriations,-,-,TRUE,TRUE,FALSE,TRUE,DOS,FALSE,FALSE,FALSE,FALSE,FALSE
108,"An Act making appropriations for foreign assistance and related programs for the fiscal year ending September 30, 1978, and for other purposes.",95,H.R. 7797,https://www.congress.gov/bill/95th-congress/house-bill/7797,6/15/77,10/31/77,"Long, Clarence D. [Rep.-D-MD-2]",0,House - Appropriations | Senate - Appropriations,"American economic assistance, American military assistance, American technical assistance, Angola, Appropriations, Argentina, Arms sales, Brazil, Cambodia, Civil Rights and Liberties, Minority Issues, Cuba, Cyprus, Department of State, Disaster relief, Drugs and narcotics, Economics and Public Finance, Education, Egypt, El Salvador, Ethiopia, Export-Import Bank of the United States, Foreign loans, Foreign Trade and International Finance, Government Operations and Politics, Guatemala, Health, Human rights, International Affairs, International agencies, International military forces, Israel, Italy, Jordan, Laos, Middle East, Monetary policy, Mozambique, Namibia, Nicaragua, Philippines, Refugees, Romania, Sahel, Southern Africa, Syria, Terrorism, U.S. Agency for International Development, Uganda, United Nations, Uruguay, Vietnam, Western Hemisphere",-,TRUE,FALSE,FALSE,TRUE,DOS,FALSE,FALSE,FALSE,FALSE,FALSE
109,"An Act making appropriations for the Departments of State and Justice and the Judiciary and related agencies for the fiscal year ending June 30, 1956, and for other purposes",84,H.R. 5502,https://www.congress.gov/bill/84th-congress/house-bill/5502,4/13/55,7/7/55,-,0,-,-,-,TRUE,TRUE,FALSE,TRUE,DOS,FALSE,FALSE,FALSE,FALSE,FALSE
110,"An Act making appropriations for the Departments of State and Justice, the Judiciary, and related agencies for the fiscal year ending June 30, 1957, and for other purposes.",84,H.R. 10721,https://www.congress.gov/bill/84th-congress/house-bill/10721,4/20/56,6/20/56,-,0,-,-,-,TRUE,TRUE,FALSE,TRUE,DOS,FALSE,FALSE,FALSE,FALSE,FALSE
111,"An Act making appropriations for the Departments of State and Justice, the Judiciary, and related agencies for the fiscal year ending June 30, 1959, and for other purposes",85,H.R. 12428,https://www.congress.gov/bill/85th-congress/house-bill/12428,5/9/58,6/30/58,-,0,-,-,-,TRUE,TRUE,FALSE,TRUE,DOS,FALSE,FALSE,FALSE,FALSE,FALSE
112,"An Act making appropriations for the Departments of State and Justice, the Judiciary, and related agencies for the fiscal year ending June 30, 1960, and for other purposes",86,H.R. 7343,https://www.congress.gov/bill/86th-congress/house-bill/7343,5/21/59,7/13/59,-,0,-,-,-,TRUE,TRUE,FALSE,TRUE,DOS,FALSE,FALSE,FALSE,FALSE,FALSE
113,"An Act making appropriations for the Departments of State and Justice, the Judiciary, and related agencies for the fiscal year ending June 30, 1961, and for other purposes",86,H.R. 11666,https://www.congress.gov/bill/86th-congress/house-bill/11666,4/8/60,8/31/60,-,0,-,-,-,TRUE,TRUE,FALSE,TRUE,DOS,FALSE,FALSE,FALSE,FALSE,FALSE
114,"An Act making appropriations for the Departments of State and Justice, the Judiciary, and related agencies for the fiscal year ending June 30, 1962, and for other purposes",87,H.R. 7371,https://www.congress.gov/bill/87th-congress/house-bill/7371,5/29/61,9/21/61,-,0,-,-,-,TRUE,TRUE,FALSE,TRUE,DOS,FALSE,FALSE,FALSE,FALSE,FALSE
115,"An Act making appropriations for the Departments of State and Justice, the judiciary, and related agencies for the fiscal year ending June 30, 1958, and for other purposes.",85,H.R. 6871,https://www.congress.gov/bill/85th-congress/house-bill/6871,4/12/57,6/11/57,-,0,-,-,-,TRUE,TRUE,FALSE,TRUE,DOS,FALSE,FALSE,FALSE,FALSE,FALSE
116,"An Act making appropriations for the Departments of State, Justice, Commerce, and the Judiciary, for the fiscal year ending June 30, 1952, and for other purposes",82,H.R. 4740,https://www.congress.gov/bill/82nd-congress/house-bill/4740,7/10/51,10/22/51,-,0,-,-,-,TRUE,TRUE,FALSE,TRUE,DOS,FALSE,FALSE,FALSE,FALSE,FALSE
117,"An Act making appropriations for the Departments of State, Justice, Commerce, and the Judiciary, for the fiscal year ending June 30, 1953, and for other purposes",82,H.R. 7289,https://www.congress.gov/bill/82nd-congress/house-bill/7289,3/28/52,7/10/52,-,0,-,-,-,TRUE,TRUE,FALSE,TRUE,DOS,FALSE,FALSE,FALSE,FALSE,FALSE
118,"An Act making appropriations for the Departments of State, Justice, and Commerce and the United States Information Agency, for the fiscal year ending June 30, 1955, and for other purposes",83,H.R. 8067,https://www.congress.gov/bill/83rd-congress/house-bill/8067,2/25/54,7/2/54,-,0,-,-,-,TRUE,TRUE,FALSE,TRUE,DOS,FALSE,FALSE,FALSE,FALSE,FALSE
119,"An Act making appropriations for the Departments of State, Justice, and Commerce for the fiscal year ending June 30, 1954, and for other purposes",83,H.R. 4974,https://www.congress.gov/bill/83rd-congress/house-bill/4974,4/30/53,8/5/53,-,0,-,-,-,TRUE,TRUE,FALSE,TRUE,DOS,FALSE,FALSE,FALSE,FALSE,FALSE
120,"An Act making appropriations for the Departments of State, Justice, and Commerce, Judiciary, and related agencies for the fiscal year ending June 30, 1966, and for other purposes",89,H.R. 8639,https://www.congress.gov/bill/89th-congress/house-bill/8639,5/27/65,9/2/65,-,0,-,-,-,TRUE,TRUE,FALSE,TRUE,DOS,FALSE,FALSE,FALSE,FALSE,FALSE
121,"An Act making appropriations for the Departments of State, Justice, and Commerce, Judiciary, and related agencies for the fiscal year ending June 30, 1967, and for other purposes",89,H.R. 18119,https://www.congress.gov/bill/89th-congress/house-bill/18119,9/30/66,11/8/66,-,0,-,-,-,TRUE,TRUE,FALSE,TRUE,DOS,FALSE,FALSE,FALSE,FALSE,FALSE
122,"An Act making appropriations for the Departments of State, Justice, and Commerce, Judiciary, and related agencies for the fiscal year ending June 30, 1970, and for other purposes",91,H.R. 12964,https://www.congress.gov/bill/91st-congress/house-bill/12964,7/21/69,12/24/69,-,0,-,-,-,TRUE,TRUE,FALSE,TRUE,DOS,FALSE,FALSE,FALSE,FALSE,FALSE
123,"An Act making appropriations for the Departments of State, Justice, and Commerce, Judiciary, and related agencies for the fiscal year ending June 30, 1971, and for other purposes",91,H.R. 17575,https://www.congress.gov/bill/91st-congress/house-bill/17575,5/12/70,10/21/70,-,0,-,-,-,TRUE,TRUE,FALSE,TRUE,DOS,FALSE,FALSE,FALSE,FALSE,FALSE
124,"An Act making appropriations for the Departments of State, Justice, and Commerce, Judiciary, and related agencies for the fiscal year ending June 30, 1972, and for other purposes",92,H.R. 9272,https://www.congress.gov/bill/92nd-congress/house-bill/9272,6/21/71,8/10/71,-,0,House - Appropriations | Senate - Appropriations,-,-,TRUE,TRUE,FALSE,TRUE,DOS,FALSE,FALSE,FALSE,FALSE,FALSE
125,"An Act making appropriations for the Departments of State, Justice, and Commerce, Judiciary, and related agencies for the fiscal year ending June 30, 1973, and for other purposes",92,H.R. 14989,https://www.congress.gov/bill/92nd-congress/house-bill/14989,5/15/72,10/25/72,-,0,House - Appropriations | Senate - Appropriations,-,-,TRUE,TRUE,FALSE,TRUE,DOS,FALSE,FALSE,FALSE,FALSE,FALSE
126,"An Act making appropriations for the Departments of State, Justice, and Commerce, the Judiciary, and related agencies for the fiscal year ending June 30, 1963, and for other purposes",87,H.R. 12580,https://www.congress.gov/bill/87th-congress/house-bill/12580,7/17/61,10/18/62,-,0,-,-,-,TRUE,TRUE,FALSE,TRUE,DOS,FALSE,FALSE,FALSE,FALSE,FALSE
127,"An Act making appropriations for the Departments of State, Justice, and Commerce, the Judiciary, and related agencies for the fiscal year ending June 30, 1964, and for other purposes",88,H.R. 7063,https://www.congress.gov/bill/88th-congress/house-bill/7063,6/14/63,12/30/63,-,0,-,-,-,TRUE,TRUE,FALSE,TRUE,DOS,FALSE,FALSE,FALSE,FALSE,FALSE
128,"An Act making appropriations for the Departments of State, Justice, and Commerce, the Judiciary, and related agencies for the fiscal year ending June 30, 1965, and for other purposes",88,H.R. 11134,https://www.congress.gov/bill/88th-congress/house-bill/11134,5/4/64,8/31/64,-,0,-,-,-,TRUE,TRUE,FALSE,TRUE,DOS,FALSE,FALSE,FALSE,FALSE,FALSE
129,"An Act making appropriations for the Departments of State, Justice, and Commerce, the Judiciary, and related agencies for the fiscal year ending June 30, 1969, and for other purposes",90,H.R. 17522,https://www.congress.gov/bill/90th-congress/house-bill/17522,5/27/68,8/9/68,-,0,-,-,-,TRUE,TRUE,FALSE,TRUE,DOS,FALSE,FALSE,FALSE,FALSE,FALSE
130,"An Act making appropriations for the Departments of State, Justice, and Commerce, the judiciary, and related agencies for the fiscal year ending June 30, 1968, and for other purposes",90,H.R. 10345,https://www.congress.gov/bill/90th-congress/house-bill/10345,5/25/67,11/8/67,-,0,-,-,-,TRUE,TRUE,FALSE,TRUE,DOS,FALSE,FALSE,FALSE,FALSE,FALSE
131,"An Act to amend Public Law 73, 81st Congress, 1st session (63 Stat. 111), to provide for an Under Secretary of State for Administration",83,S. 243,https://www.congress.gov/bill/83rd-congress/senate-bill/243,1/7/53,2/7/53,-,0,-,-,-,TRUE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
132,"An Act to amend the Act of May 26, 1949, as amended, to strengthen and improve the organization of the Department of State, and for other purposes.",86,S. 1877,https://www.congress.gov/bill/86th-congress/senate-bill/1877,5/7/59,7/28/59,-,0,-,-,-,TRUE,TRUE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
133,"An Act to amend the Department of State Appropriations Authorization Act of 1973 to authorize additional appropriations for the fiscal year 1974, and for other purposes.",93,H.R. 12466,https://www.congress.gov/bill/93rd-congress/house-bill/12466,1/31/74,6/8/74,"Hays, Wayne L. [Rep.-D-OH-18]",0,House - Foreign Affairs | Senate - Foreign Relations,"Appropriations, Department of State, Economics and Public Finance",-,TRUE,TRUE,FALSE,TRUE,DOS,FALSE,FALSE,FALSE,FALSE,FALSE
134,"An Act to amend the Foreign Assistance Act of 1961 to authorize development and economic assistance programs for fiscal year 1979, to make certain changes in the authorities of that Act and the Agricultural Trade Development and Assistance Act of 1954, and to improve the coordination and administration of United States development-related policies and programs, and for other purposes.",95,H.R. 12222,https://www.congress.gov/bill/95th-congress/house-bill/12222,4/19/78,10/6/78,"Zablocki, Clement J. [Rep.-D-WI-4]",23,House - International Relations | Senate - Foreign Relations,"Abortion, Africa, Agricultural credit, Agriculture and Food, American agricultural assistance, American economic assistance, American technical assistance, Appropriations, Arms sales, Asia, Authorization, Cambodia, Civil Rights and Liberties, Minority Issues, Community development, Congress, Congressional oversight, Cuba, Department of State, Developing countries, Development credit institutions, Disaster relief, Disasters, Diseases, Droughts, Earthquakes, Economic assistance, Economic development, Economics and Public Finance, Egypt, Energy, Energy research, Environmental Protection, Evaluation, Executive impoundment of appropriated funds, Executive reorganization, Families, Food relief, Foreign loans, Foreign Trade and International Finance, Government Operations and Politics, Guatemala, Health, Health education, Health planning, Housing and Community Development, Human fertility, Human rights, Insects, Insurgency, International Affairs, International agencies, International cooperation, International environmental cooperation, International military forces, International trusteeships, Investment guaranty insurance, Israel, Japan, Jordan, Latin America, Loans, Middle East, Namibia, Nuclear security measures, OPEC countries, Orphans, Pakistan, Palestine, Pest control, Power resources, Public health, Refugees, Regional economic development, Research and development, Rural economic development, Sahel, Saline water conversion, Sanctions (International law), Sex discrimination, Shipping agreements, Solar energy, South Africa, Southeast Asia, Southern Africa, Sterilization (Birth control), Syria, Terrorism, Treaties, Turkey, U.S. Agency for International Development, Uganda, United Nations, United Nations economic assistance, Vietnam, Women",-,TRUE,FALSE,TRUE,TRUE,DOS,FALSE,FALSE,FALSE,FALSE,FALSE
